Filename	Word-Index	Word	Phoneme-Index	Phoneme	Peak.Amplitude	Peak.Frequency	Dyn.Amplitude	Spectral.Tilt	Spectral.Shape	Manner	Voicing	Place	Sibilance	Posteriority	Sys_Name	Context	Sys_Quality_BL	Sys_Quality	Sys_Family	Sys_CrossType
booksent_2013_0044	14	deck	0	D	58.92	3125.0	-0.33	-13.9	6.14	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0084	19	couch	0	K	44.71	4937.5	3.36	-1.49	9.01	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0079	1	doing	0	D	58.61	2937.5	-2.64	-6.82	6.61	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0041	22	do	0	D	53.51	4031.25	-1.1	-7.32	9.3	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0001	3	time	0	T	57.52	5375.0	6.07	-2.68	4.4	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0087	5	riveted	4	T	55.78	4250.0	9.63	-0.18	8.13	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0053	13	back	0	B	68.17	593.75	0.0	-18.39	-0.4	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0065	1	hatter's	2	T	60.76	4156.25	8.8	-2.43	7.91	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0036	8	do	0	D	58.41	3687.5	0.13	-7.86	7.65	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0094	17	darkness	0	D	52.63	1687.5	-0.99	-16.44	4.16	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0058	5	disobey	0	D	60.85	4281.25	3.89	-3.35	3.58	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0006	3	got	0	G	54.37	1687.5	0.0	-11.6	5.53	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0091	6	walking	2	K	65.03	3031.25	10.65	-3.02	13.89	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0055	5	duchess	0	D	57.42	1812.5	0.0	-13.75	3.19	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0014	17	dissatisfaction	0	D	63.3	4906.25	11.25	0.38	8.02	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0002	2	to	0	T	60.82	5343.75	10.84	2.23	7.32	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0064	23	tea	0	T	57.79	4562.5	12.15	2.45	7.2	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0076	17	by	0	B	69.57	718.75	-1.55	-20.26	-5.56	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0098	17	toto	2	T	48.76	3437.5	0.55	-8.37	6.14	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0006	9	to	0	T	55.11	4343.75	2.06	-2.75	2.89	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0086	8	obediently	1	B	60.68	593.75	-7.25	-12.72	1.02	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0006	6	gaiety	3	T	53.3	5218.75	12.42	3.26	7.5	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0089	16	to	0	T	54.21	3468.75	-3.25	-5.81	0.89	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0061	4	canvas	0	K	53.97	2906.25	9.03	-5.64	9.58	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0031	18	shadow	2	D	58.04	1906.25	0.0	-20.34	8.56	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0084	4	recovering	2	K	44.03	4812.5	0.65	-5.09	8.17	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0057	4	to	0	T	56.83	3687.5	5.13	0.16	10.45	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0039	9	pulled	0	P	39.27	1250.0	0.0	-8.96	5.98	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0100	6	could	0	K	52.11	4437.5	2.01	-9.19	4.65	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0041	9	to	0	T	51.78	5031.25	1.72	-3.04	4.2	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0073	23	intercourse	4	K	26.19	1406.25	0.0	-3.2	0.05	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0065	16	certainly	2	T	38.6	750.0	-0.52	-9.41	-2.49	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0018	17	passed	0	P	46.47	1812.5	0.0	-14.34	3.26	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0017	15	calmness	0	K	45.28	1843.75	0.0	-5.86	5.63	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0014	12	again	1	G	56.36	3156.25	0.63	-7.26	6.13	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0028	9	persuaded	0	P	64.23	1843.75	0.0	-15.11	10.7	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0078	15	bag	0	B	56.64	718.75	0.0	-20.36	-0.77	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0095	9	to	0	T	60.01	4062.5	11.45	1.04	9.33	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0058	4	to	0	T	59.44	4093.75	13.76	1.64	8.39	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0011	9	too	0	T	58.82	3937.5	8.21	2.96	8.99	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0004	10	negative	4	T	54.87	4875.0	8.88	-1.07	6.13	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0090	23	pretty	3	T	51.33	3000.0	8.5	-0.33	8.75	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0025	12	illuminated	7	T	66.04	4281.25	1.27	-8.44	4.25	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0035	6	hidden	2	D	57.35	562.5	-3.19	-13.67	-0.21	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0092	21	to	0	T	56.62	4000.0	6.36	-0.9	9.79	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0082	10	give	0	G	58.52	3437.5	6.7	-7.75	8.41	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0040	1	didn't	2	D	50.12	593.75	-10.59	-8.17	-3.43	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0048	18	courtesies	2	T	53.07	3937.5	6.3	-3.48	9.41	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0099	7	deep	0	D	59.92	4750.0	5.15	-1.06	5.12	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0064	3	table	2	B	68.1	562.5	-11.21	-15.46	-3.66	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0087	4	gaze	0	G	56.18	3156.25	5.11	-3.8	8.55	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0059	17	to	0	T	62.74	4062.5	13.41	2.83	8.33	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0064	3	table	0	T	60.64	4375.0	10.02	1.1	7.07	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0010	21	beast	0	B	62.62	2906.25	-2.76	-14.75	5.8	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0031	4	piles	0	P	47.41	1406.25	0.0	-14.69	1.26	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0031	1	be	0	B	75.18	593.75	-7.18	-18.05	-1.04	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0060	22	opportunity	1	P	68.42	1718.75	0.0	-19.5	11.08	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0054	13	to	0	T	54.94	4281.25	10.29	1.69	7.15	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0076	8	tea	0	T	58.28	4562.5	13.64	5.65	8.72	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0078	7	cotton	0	K	50.65	1656.25	0.0	-9.72	5.49	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0017	14	tolerable	0	T	52.01	4187.5	4.02	-8.71	3.33	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0051	16	shouted	2	T	51.01	3062.5	-5.23	-7.06	3.11	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0021	10	but	0	B	18.59	7031.25	-3.14	2.46	-0.88	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0083	5	to	0	T	62.38	4250.0	12.82	6.35	9.57	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0058	3	dare	0	D	57.79	3093.75	-3.44	-14.34	6.69	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0016	7	been	0	B	69.8	2656.25	4.28	-18.94	10.62	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0073	11	visitor	4	T	47.68	2937.5	3.41	-1.74	4.86	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0081	10	cutting	2	T	62.01	4531.25	-4.05	-5.14	2.68	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0061	5	bag	0	B	65.72	1781.25	0.0	-24.55	3.47	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0041	8	kind	0	K	48.23	1812.5	0.0	-7.6	9.52	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0092	28	corn	0	K	42.57	1281.25	0.0	-11.84	-2.33	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0005	17	again	1	G	51.97	3156.25	0.93	-7.97	6.08	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0043	7	being	0	B	59.7	2218.75	0.16	-19.28	8.73	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0030	16	bear	0	B	59.8	1906.25	0.0	-17.96	5.6	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0027	9	till	0	T	56.12	5125.0	10.29	3.18	7.76	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0038	16	turbid	2	B	74.88	1750.0	-0.24	-23.15	3.96	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0093	20	became	0	B	63.42	2937.5	-3.63	-15.18	6.98	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0077	6	texture	0	T	54.51	4343.75	7.48	1.32	7.45	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0041	10	babies	2	B	55.18	2156.25	-1.83	-14.64	4.96	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0062	7	down	0	D	54.96	3156.25	1.52	-7.86	4.58	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0030	24	gasp	0	G	57.26	2875.0	0.29	-9.44	7.48	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0068	16	deteriorated	2	T	56.42	4343.75	15.56	5.56	8.03	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0028	1	called	0	K	51.57	1625.0	0.0	-12.91	4.12	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0032	9	against	1	G	57.17	3281.25	7.03	-6.19	8.29	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0014	15	to	0	T	64.73	3593.75	15.07	4.82	8.09	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0053	5	but	0	B	65.87	1687.5	0.0	-18.03	10.12	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0040	14	told	0	T	59.06	4312.5	5.88	-3.37	6.63	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0092	4	cornfield	0	K	46.65	1218.75	0.0	-13.05	-0.56	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0094	7	faded	2	D	56.67	3250.0	-1.93	-10.06	2.07	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0047	16	by	0	B	60.87	1312.5	0.0	-20.24	0.14	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0034	7	camel	0	K	53.35	3031.25	7.63	-4.65	6.86	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0048	3	courtesying	0	K	85.3	625.0	-3.57	-23.21	-8.08	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0018	6	happiness	2	P	56.46	2875.0	1.98	-9.92	8.94	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0019	0	to	0	T	59.73	3843.75	8.8	2.41	11.47	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0040	3	begin	0	B	64.64	562.5	-6.21	-17.32	-5.61	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0018	7	catherine	0	K	52.01	3125.0	4.78	-5.03	8.63	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0007	7	pursuit	0	P	51.1	2750.0	0.98	-10.98	9.76	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0084	17	upon	1	P	41.95	2687.5	1.33	-12.34	4.41	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0001	13	to	0	T	58.78	3812.5	9.68	-0.68	11.21	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0006	6	gaiety	0	G	51.92	2500.0	6.7	-6.48	10.95	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0025	8	petulant	0	P	49.92	1812.5	0.0	-14.65	6.77	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0067	9	discovered	0	D	58.25	4937.5	0.14	-5.62	2.65	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0067	2	could	0	K	49.23	1437.5	0.0	-10.49	0.76	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0005	19	to	0	T	53.09	2968.75	5.2	-2.6	8.02	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0060	15	behind	0	B	39.95	1687.5	0.0	-6.53	3.3	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0040	3	begin	2	G	56.88	3406.25	-3.26	-8.02	2.87	Stop	Voiced	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0073	1	opened	1	P	55.84	2875.0	3.62	-11.36	7.42	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0040	5	be	0	B	68.5	593.75	-10.43	-16.49	-1.62	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0085	13	upon	1	P	43.24	2875.0	0.03	-9.53	4.9	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0039	21	tides	0	T	50.9	5468.75	3.54	-2.16	4.64	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0014	16	catherine's	0	K	49.34	4843.75	4.49	-5.81	8.75	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0074	1	came	0	K	55.39	3437.5	9.77	-2.15	8.71	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0062	14	rabbit	2	B	59.09	593.75	-8.95	-16.35	-5.53	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0029	9	patton	2	T	46.11	4968.75	7.12	-1.96	4.27	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0095	12	to	0	T	62.99	4031.25	7.71	-3.91	9.92	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0075	13	possessed	0	P	32.94	2687.5	0.0	-6.53	2.28	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0087	13	picture	0	P	56.55	4062.5	0.09	-8.02	11.6	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0071	5	to	0	T	58.7	3937.5	9.48	0.4	9.63	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0023	12	to	0	T	51.4	4281.25	4.93	-1.51	2.66	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0039	3	to	0	T	59.68	5125.0	10.58	2.6	7.13	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0009	17	day	0	D	55.51	2062.5	0.17	-10.78	6.87	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0068	3	been	0	B	64.94	1875.0	-3.98	-6.48	7.22	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0099	5	came	0	K	51.4	3125.0	9.48	-2.98	8.09	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0043	2	opinion	1	P	50.74	1906.25	0.0	-8.92	10.62	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0047	11	patron's	0	P	49.89	1937.5	0.0	-14.66	7.66	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0055	6	by	0	B	58.72	562.5	0.0	-23.36	-2.52	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0070	6	propinquity	9	T	67.94	2343.75	-5.2	-17.95	7.88	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0019	8	impossible	6	B	67.44	562.5	-7.53	-16.82	-4.9	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0097	19	passage	0	P	53.2	1843.75	0.0	-13.51	7.52	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0022	15	carried	0	K	51.33	3281.25	7.38	-5.33	7.68	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0031	21	shadows	2	D	55.94	3250.0	-2.2	-16.23	3.82	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0048	16	bobbing	2	B	74.67	562.5	-8.56	-13.25	-4.75	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0092	20	pole	0	P	40.99	1343.75	0.0	-11.47	1.89	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0016	14	disappointment	0	D	57.38	4718.75	1.25	-5.77	3.2	Stop	Voiced	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0077	2	to	0	T	58.67	3906.25	11.23	5.17	6.94	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0016	1	past	0	P	52.26	2843.75	0.52	-11.83	5.73	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0065	4	to	0	T	58.2	4031.25	5.54	-5.22	4.87	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0001	5	to	0	T	61.92	4031.25	10.9	-0.21	9.26	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0060	24	taking	2	K	55.59	3468.75	6.62	4.25	3.36	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0051	2	covey	0	K	58.51	1843.75	0.0	-10.7	7.18	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0028	3	carrol	0	K	49.67	3218.75	8.87	-4.55	8.61	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0079	10	department	2	P	38.52	3250.0	0.36	-10.24	6.02	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0085	2	turned	0	T	58.34	3968.75	7.18	-1.54	6.84	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0005	7	between	0	B	62.79	1937.5	0.0	-13.34	4.23	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0032	2	tall	0	T	54.83	4562.5	5.32	-4.72	4.6	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0061	7	tied	0	T	53.34	4687.5	2.14	-5.69	5.78	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0015	15	could	0	K	56.27	1687.5	0.0	-11.33	0.23	Stop	Voiceless	Velar	0	Posterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0054	0	people	0	P	51.55	1937.5	0.0	-8.31	9.23	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0021	20	been	0	B	67.74	562.5	-5.57	-18.95	6.71	Stop	Voiced	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0014	18	pulled	0	P	43.4	2906.25	2.41	-8.95	6.65	Stop	Voiceless	Bilabial	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0059	21	time	0	T	56.1	5406.25	5.52	-0.95	4.43	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0072	6	time	0	T	49.77	4125.0	3.62	-5.0	4.62	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
booksent_2013_0037	22	eating	1	T	65.12	4718.75	-1.35	-6.33	-0.01	Stop	Voiceless	Alveolar	0	Anterior	Y	CV	Good	Neu-R1	Neural	Neural-WN
